No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
5158,TRD2022082704247,Kali Rungkut,60119,Bendan Duwur,50235,2,3,SIUNT,,,
5159,TRD2022082704168,Kali Rungkut,60119,Bengka,95853,7,10,SIUNT,,,
5160,TRD2022082704091,Kali Rungkut,60119,Bengkol,95251,2,4,SIUNT,,,
5161,TRD2022082704146,Kali Rungkut,60119,Bengkong Indah,29458,3,4,SIUNT,,,
5162,TRD2022082704085,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
5163,TRD2022082704278,Kali Rungkut,60119,Benoa,80361,4,6,SIUNT,,,
5164,TRD2022082704253,Kali Rungkut,60119,Benua Anyar,70239,2,3,SIUNT,,,
5165,TRD2022082704122,Kali Rungkut,60119,Berok Nipah,25118,4,5,SIUNT,,,
5166,TRD2022082704226,Kali Rungkut,60119,Bila,90814,5,7,SIUNT,,,
5167,TRD2022082704306,Kali Rungkut,60119,Binong,40275,2,3,SIUNT,,,
5168,TRD2022082704116,Kali Rungkut,60119,Birobuli Utara,94231,3,4,SIUNT,,,
5169,TRD2022082704245,Kali Rungkut,60119,Bojonghaleuang,40561,5,7,SIUNT,,,
5170,TRD2022082704187,Kali Rungkut,60119,Bojong Kulur,16969,1,2,SIUNT,,,
5171,TRD2022082704159,Kali Rungkut,60119,Bojong Kulur,16969,1,2,SIUNT,,,
5172,TRD2022082704286,Kali Rungkut,60119,Bojong Rangkas,16620,1,2,SIUNT,,,
5173,TRD2022082704079,Kali Rungkut,60119,Bojong Rawalumbu,17116,1,2,SIUNT,,,
5174,TRD2022082704073,Kali Rungkut,60119,Bojongsari Baru,16516,1,2,SIUNT,,,
5175,TRD2022082704117,Kali Rungkut,60119,Bone Bone,91753,5,7,SIUNT,,,
5176,TRD2022082704132,Kali Rungkut,60119,Budong-Budong,91563,5,7,SIUNT,,,
5177,TRD2022082704225,Kali Rungkut,60119,Bugis,75121,3,5,SIUNT,,,
5178,TRD2022082704262,Kali Rungkut,60119,Bukit Datuk,28825,6,8,SIUNT,,,
5179,TRD2022082704151,Kali Rungkut,60119,Bukit Duri,12840,1,2,SIUNT,,,
5180,TRD2022082704182,Kali Rungkut,60119,Bukit Duri,12840,1,2,SIUNT,,,
5181,TRD2022082704143,Kali Rungkut,60119,Bukit Duri,12840,1,2,SIUNT,,,
5182,TRD2022082704025,Kali Rungkut,60119,Bukit Pinang,75124,3,5,SIUNT,,,
5183,TRD2022082704279,Kali Rungkut,60119,Buliang,29438,3,4,SIUNT,,,
5184,TRD2022082704067,Kali Rungkut,60119,Buloa,90212,2,3,SIUNT,,,
5185,TRD2022082704026,Kali Rungkut,60119,Bungadidi,91966,7,9,SIUNT,,,
5186,TRD2022082704254,Kali Rungkut,60119,Bungo Barat,37211,7,10,SIUNT,,,
5187,TRD2022082704178,Kali Rungkut,60119,Bunut,74162,9,11,SIUNT,,,
5188,TRD2022082704237,Kali Rungkut,60119,Cakung Barat,13910,1,2,SIUNT,,,
5189,TRD2022082704138,Kali Rungkut,60119,Cakung Barat,13910,1,2,SIUNT,,,
5190,TRD2022082704169,Kali Rungkut,60119,Caringin,40212,2,3,SIUNT,,,
5191,TRD2022082704231,Kali Rungkut,60119,Cempaka Mulia Barat,74354,11,13,SIUNT,,,
5192,TRD2022082704152,Kali Rungkut,60119,Cempaka Putih Barat,10520,1,2,SIUNT,,,
5193,TRD2022082704238,Kali Rungkut,60119,Cempaka Putih Barat,10520,1,2,SIUNT,,,
5194,TRD2022082704128,Kali Rungkut,60119,Cempaka Putih Barat,10520,1,2,SIUNT,,,
5195,TRD2022082704059,Kali Rungkut,60119,Cengklong,15212,1,2,SIUNT,,,
5196,TRD2022082704072,Kali Rungkut,60119,Cibarusahjaya,17340,2,3,SIUNT,,,
5197,TRD2022082704184,Kali Rungkut,60119,Cibeber,40531,3,4,SIUNT,,,
5198,TRD2022082704041,Kali Rungkut,60119,Cibinong,16911,1,2,SIUNT,,,
5199,TRD2022082704211,Kali Rungkut,60119,Cibinong,16911,1,2,SIUNT,,,
5200,TRD2022082704150,Kali Rungkut,60119,Cibogo,15344,1,2,SIUNT,,,
5201,TRD2022082704108,Kali Rungkut,60119,Cilandak Barat,12430,1,2,SIUNT,,,
5202,TRD2022082704101,Kali Rungkut,60119,Cilandak Timur,12560,1,2,SIUNT,,,
5203,TRD2022082704080,Kali Rungkut,60119,Cilangkap,16458,1,2,SIUNT,,,
5204,TRD2022082704078,Kali Rungkut,60119,Cilebut Barat,16710,1,2,SIUNT,,,
5205,TRD2022082704139,Kali Rungkut,60119,Cingcin,40914,2,3,SIUNT,,,
5206,TRD2022082704033,Kali Rungkut,60119,Cinta Damai,20126,2,4,SIUNT,,,
5207,TRD2022082704296,Kali Rungkut,60119,Cinta Damai,20126,2,4,SIUNT,,,
5208,TRD2022082704242,Kali Rungkut,60119,Cipaku,16133,1,2,SIUNT,,,
5209,TRD2022082704175,Kali Rungkut,60119,Cipayung,13840,1,2,SIUNT,,,
5210,TRD2022082704126,Kali Rungkut,60119,Cipete Utara,12150,1,2,SIUNT,,,
5211,TRD2022082704244,Kali Rungkut,60119,Cipondoh,15148,1,2,SIUNT,,,
5212,TRD2022082704291,Kali Rungkut,60119,Ciporang,45514,3,4,SIUNT,,,
5213,TRD2022082704161,Kali Rungkut,60119,Ciporang,45514,3,4,SIUNT,,,
5214,TRD2022082704097,Kali Rungkut,60119,Colo,59353,4,6,SIUNT,,,
5215,TRD2022082704102,Kali Rungkut,60119,Cot Geurundong,24251,10,12,SIUNT,,,
5216,TRD2022082704233,Kali Rungkut,60119,Darat Sekip,78117,4,6,SIUNT,,,
5217,TRD2022082704212,Kali Rungkut,60119,Dendengan Dalam,95127,2,4,SIUNT,,,
5218,TRD2022082704147,Kali Rungkut,60119,Derwati,40292,2,3,SIUNT,,,
5219,TRD2022082704140,Kali Rungkut,60119,Desky Jaya,24673,6,8,SIUNT,,,
5220,TRD2022082704032,Kali Rungkut,60119,Donggala,96116,2,4,SIUNT,,,
5221,TRD2022082704208,Kali Rungkut,60119,Dukuh Kupang,60189,1,2,SIUNT,,,
5222,TRD2022082704275,Kali Rungkut,60119,Dukuh Menanggal,60234,1,2,SIUNT,,,
5223,TRD2022082704240,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
5224,TRD2022082704299,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
5225,TRD2022082704036,Kali Rungkut,60119,Duren Sawit,13440,1,2,SIUNT,,,
5226,TRD2022082704054,Kali Rungkut,60119,Durian,79462,9,12,SIUNT,,,
5227,TRD2022082704127,Kali Rungkut,60119,Duri Kepa,11510,1,2,SIUNT,,,
5228,TRD2022082704114,Kali Rungkut,60119,Dusun Bangko,37313,6,8,SIUNT,,,
5229,TRD2022082704172,Kali Rungkut,60119,Ehe,95375,7,10,SIUNT,,,
5230,TRD2022082704267,Kali Rungkut,60119,Gamer,51123,3,4,SIUNT,,,
5231,TRD2022082704222,Kali Rungkut,60119,Gantar,45264,4,6,SIUNT,,,
5232,TRD2022082704153,Kali Rungkut,60119,Gembong,15610,1,2,SIUNT,,,
5233,TRD2022082704283,Kali Rungkut,60119,Giripurwo,55674,4,6,SIUNT,,,
5234,TRD2022082704191,Kali Rungkut,60119,Glugur Kota,20115,2,4,SIUNT,,,
5235,TRD2022082704105,Kali Rungkut,60119,Gogagoman,95715,6,8,SIUNT,,,
5236,TRD2022082704069,Kali Rungkut,60119,Guntur,12980,1,2,SIUNT,,,
5237,TRD2022082704272,Kali Rungkut,60119,Gunung Anyar,60294,1,2,SIUNT,,,
5238,TRD2022082704261,Kali Rungkut,60119,Gunung Anyar,60294,1,2,SIUNT,,,
5239,TRD2022082704057,Kali Rungkut,60119,Gunung Sahari Utara,10720,1,2,SIUNT,,,
5240,TRD2022082704137,Kali Rungkut,60119,Gunungsari,43282,5,7,SIUNT,,,
5241,TRD2022082704099,Kali Rungkut,60119,Gunung Sari Ilir,76121,2,3,SIUNT,,,
5242,TRD2022082704163,Kali Rungkut,60119,Hambala,87112,7,9,SIUNT,,,
5243,TRD2022082704177,Kali Rungkut,60119,Harapan Baru,17123,1,2,SIUNT,,,
5244,TRD2022082704031,Kali Rungkut,60119,Harjosari,28122,2,4,SIUNT,,,
5245,TRD2022082704207,Kali Rungkut,60119,Hegarmanah,45363,5,7,SIUNT,,,
5246,TRD2022082704204,Kali Rungkut,60119,Hilinaa Tafuo,22872,13,24,SIUNT,,,
5247,TRD2022082704121,Kali Rungkut,60119,Hudopa Nauli,22562,9,12,SIUNT,,,
5248,TRD2022082704273,Kali Rungkut,60119,Jajar,57144,2,3,SIUNT,,,
5249,TRD2022082704234,Kali Rungkut,60119,Jaka Mulya,17146,1,2,SIUNT,,,
5250,TRD2022082704063,Kali Rungkut,60119,Jatiluwih,82152,6,9,SIUNT,,,
5251,TRD2022082704298,Kali Rungkut,60119,Jelupang,15323,1,2,SIUNT,,,
5252,TRD2022082704276,Kali Rungkut,60119,Kalidawa,93662,9,11,SIUNT,,,
5253,TRD2022082704095,Kali Rungkut,60119,Kalideres,11840,1,2,SIUNT,,,
5254,TRD2022082704271,Kali Rungkut,60119,Kampung Baru,75558,12,23,SIUNT,,,
5255,TRD2022082704096,Kali Rungkut,60119,Kampung Baru,35141,2,3,SIUNT,,,
5256,TRD2022082704124,Kali Rungkut,60119,Kapuk,14470,1,2,SIUNT,,,
5257,TRD2022082704154,Kali Rungkut,60119,Karah,60232,1,2,SIUNT,,,
5258,TRD2022082704246,Kali Rungkut,60119,Karang Pilang,60221,1,2,SIUNT,,,
5259,TRD2022082704173,Kali Rungkut,60119,Karawaci,15115,1,2,SIUNT,,,
5260,TRD2022082704134,Kali Rungkut,60119,Kawatuna,94233,3,4,SIUNT,,,
5261,TRD2022082704203,Kali Rungkut,60119,Kayu Putih,85228,4,6,SIUNT,,,
5262,TRD2022082704098,Kali Rungkut,60119,Kebon Bawang,14320,1,2,SIUNT,,,
5263,TRD2022082704047,Kali Rungkut,60119,Kebon Jeruk,40172,2,3,SIUNT,,,
5264,TRD2022082704297,Kali Rungkut,60119,Kebun Teluk Panji,21464,7,10,SIUNT,,,
5265,TRD2022082704186,Kali Rungkut,60119,Kedewatan,80571,6,9,SIUNT,,,
5266,TRD2022082704050,Kali Rungkut,60119,Kedungpane,50211,2,3,SIUNT,,,
5267,TRD2022082704076,Kali Rungkut,60119,Kedungsari,56114,2,3,SIUNT,,,
5268,TRD2022082704042,Kali Rungkut,60119,Kertaharja,52462,4,6,SIUNT,,,
5269,TRD2022082704167,Kali Rungkut,60119,Kertasari,46213,4,5,SIUNT,,,
5270,TRD2022082704165,Kali Rungkut,60119,Kesepuhan,45114,2,3,SIUNT,,,
5271,TRD2022082704111,Kali Rungkut,60119,Ketsoblak,97611,10,20,SIUNT,,,
5272,TRD2022082704158,Kali Rungkut,60119,Koja (Utara-Selatan),14210,1,2,SIUNT,,,
5273,TRD2022082704218,Kali Rungkut,60119,Kota Matsum II,20215,2,4,SIUNT,,,
5274,TRD2022082704176,Kali Rungkut,60119,Kota Matsum II,20215,2,4,SIUNT,,,
5275,TRD2022082704269,Kali Rungkut,60119,Krukut,16514,1,2,SIUNT,,,
5276,TRD2022082704049,Kali Rungkut,60119,Kuanino,85119,4,6,SIUNT,,,
5277,TRD2022082704066,Kali Rungkut,60119,Kuta Makmur,23661,10,12,SIUNT,,,
5278,TRD2022082704045,Kali Rungkut,60119,Laban,57554,4,6,SIUNT,,,
5279,TRD2022082704104,Kali Rungkut,60119,Laboi Jaya,28463,7,10,SIUNT,,,
5280,TRD2022082704216,Kali Rungkut,60119,Langkiddi,91995,7,9,SIUNT,,,
5281,TRD2022082704094,Kali Rungkut,60119,Lelabu,24552,6,8,SIUNT,,,
5282,TRD2022082704160,Kali Rungkut,60119,Lembah Kuamang,37252,7,10,SIUNT,,,
5283,TRD2022082704259,Kali Rungkut,60119,Lendang Nangka,83661,9,11,SIUNT,,,
5284,TRD2022082704303,Kali Rungkut,60119,Lengkong Karya,15310,1,2,SIUNT,,,
5285,TRD2022082704194,Kali Rungkut,60119,Lhong Raya,23238,5,6,SIUNT,,,
5286,TRD2022082704250,Kali Rungkut,60119,Lok Bahu,75125,3,5,SIUNT,,,
5287,TRD2022082704142,Kali Rungkut,60119,Loktabat Utara,70714,4,6,SIUNT,,,
5288,TRD2022082704263,Kali Rungkut,60119,Lusilame,86685,12,23,SIUNT,,,
5289,TRD2022082704179,Kali Rungkut,60119,Madiun Lor,63122,2,3,SIUNT,,,
5290,TRD2022082704089,Kali Rungkut,60119,Madu,57322,4,6,SIUNT,,,
5291,TRD2022082704148,Kali Rungkut,60119,Madurejo,74112,9,11,SIUNT,,,
5292,TRD2022082704270,Kali Rungkut,60119,Maluo,22864,13,24,SIUNT,,,
5293,TRD2022082704257,Kali Rungkut,60119,Mangkio Baru,94711,8,9,SIUNT,,,
5294,TRD2022082704110,Kali Rungkut,60119,Mangsang (Mangsa),29437,3,4,SIUNT,,,
5295,TRD2022082704266,Kali Rungkut,60119,Margaasih,40395,2,3,SIUNT,,,
5296,TRD2022082704136,Kali Rungkut,60119,Margahayu,17113,1,2,SIUNT,,,
5297,TRD2022082704281,Kali Rungkut,60119,Mbongawani,86313,7,9,SIUNT,,,
5298,TRD2022082704198,Kali Rungkut,60119,Mekar Jati,36553,7,10,SIUNT,,,
5299,TRD2022082704295,Kali Rungkut,60119,Mekarsari,16452,1,2,SIUNT,,,
5300,TRD2022082704162,Kali Rungkut,60119,Melak Ulu,75765,7,10,SIUNT,,,
5301,TRD2022082704129,Kali Rungkut,60119,Milangodaa Barat,95774,7,10,SIUNT,,,
5302,TRD2022082704223,Kali Rungkut,60119,Mojosari,56351,4,6,SIUNT,,,
5303,TRD2022082704251,Kali Rungkut,60119,Muaro Kiawi,26571,7,10,SIUNT,,,
5304,TRD2022082704035,Kali Rungkut,60119,Munggung,63481,4,6,SIUNT,,,
5305,TRD2022082704083,Kali Rungkut,60119,Nambo Jaya,15112,1,2,SIUNT,,,
5306,TRD2022082704243,Kali Rungkut,60119,Nanga Seberuang,78771,9,12,SIUNT,,,
5307,TRD2022082704144,Kali Rungkut,60119,Neusu Aceh,23244,5,6,SIUNT,,,
5308,TRD2022082704220,Kali Rungkut,60119,Nijang,84316,7,9,SIUNT,,,
5309,TRD2022082704300,Kali Rungkut,60119,Nobal,78655,7,10,SIUNT,,,
5310,TRD2022082704268,Kali Rungkut,60119,Nyiin,79357,9,12,SIUNT,,,
5311,TRD2022082704235,Kali Rungkut,60119,Oebobo,85111,4,6,SIUNT,,,
5312,TRD2022082704205,Kali Rungkut,60119,Pajerukan (Pejerukan),53191,4,6,SIUNT,,,
5313,TRD2022082704040,Kali Rungkut,60119,Pakkasalo,92753,7,9,SIUNT,,,
5314,TRD2022082704061,Kali Rungkut,60119,Pamandati,93881,9,11,SIUNT,,,
5315,TRD2022082704217,Kali Rungkut,60119,Pangkalan Kerinci Barat,28654,9,12,SIUNT,,,
5316,TRD2022082704087,Kali Rungkut,60119,Pangkalan Petal,29432,3,4,SIUNT,,,
5317,TRD2022082704264,Kali Rungkut,60119,Panjer,80225,2,3,SIUNT,,,
5318,TRD2022082704060,Kali Rungkut,60119,Pannampu,90213,2,3,SIUNT,,,
5319,TRD2022082704145,Kali Rungkut,60119,Patam Lestari,29427,3,4,SIUNT,,,
5320,TRD2022082704043,Kali Rungkut,60119,Pematang Pauh,36552,6,8,SIUNT,,,
5321,TRD2022082704166,Kali Rungkut,60119,Pemecutan,80231,2,3,SIUNT,,,
5322,TRD2022082704282,Kali Rungkut,60119,Pemecutan,80232,2,3,SIUNT,,,
5323,TRD2022082704287,Kali Rungkut,60119,Pempatan,80863,6,9,SIUNT,,,
5324,TRD2022082704239,Kali Rungkut,60119,Penfui,85148,4,6,SIUNT,,,
5325,TRD2022082704289,Kali Rungkut,60119,Pengadegan,12770,1,2,SIUNT,,,
5326,TRD2022082704230,Kali Rungkut,60119,Penggantungan,38221,3,4,SIUNT,,,
5327,TRD2022082704100,Kali Rungkut,60119,Penkase Oeleta,85231,4,6,SIUNT,,,
5328,TRD2022082704260,Kali Rungkut,60119,Penyasawan,28461,9,12,SIUNT,,,
5329,TRD2022082704252,Kali Rungkut,60119,Pohan Jae,22474,6,8,SIUNT,,,
5330,TRD2022082704123,Kali Rungkut,60119,Pompengan,91951,7,9,SIUNT,,,
5331,TRD2022082704277,Kali Rungkut,60119,Ponggeok,86561,12,23,SIUNT,,,
5332,TRD2022082704029,Kali Rungkut,60119,Purwadana,41361,2,3,SIUNT,,,
5333,TRD2022082704285,Kali Rungkut,60119,Purwadana,41361,2,3,SIUNT,,,
5334,TRD2022082704135,Kali Rungkut,60119,Purwosari,59563,4,6,SIUNT,,,
5335,TRD2022082704227,Kali Rungkut,60119,Randuagung,65153,4,6,SIUNT,,,
5336,TRD2022082704185,Kali Rungkut,60119,Rengas,15412,1,2,SIUNT,,,
5337,TRD2022082704293,Kali Rungkut,60119,Riam Durian,74161,9,11,SIUNT,,,
5338,TRD2022082704034,Kali Rungkut,60119,Sambimulyo,68487,4,6,SIUNT,,,
5339,TRD2022082704046,Kali Rungkut,60119,Sangaji Utara,97751,3,5,SIUNT,,,
5340,TRD2022082704051,Kali Rungkut,60119,Sangiang,40394,2,3,SIUNT,,,
5341,TRD2022082704090,Kali Rungkut,60119,Saradan,57222,4,6,SIUNT,,,
5342,TRD2022082704149,Kali Rungkut,60119,Satriamekar,17510,2,3,SIUNT,,,
5343,TRD2022082704195,Kali Rungkut,60119,Sayang Sayang,83239,3,5,SIUNT,,,
5344,TRD2022082704258,Kali Rungkut,60119,Seberang Tembilahan Barat,29212,6,8,SIUNT,,,
5345,TRD2022082704301,Kali Rungkut,60119,Sei Kerah Hilir II,20233,2,4,SIUNT,,,
5346,TRD2022082704065,Kali Rungkut,60119,Sei/Sungai Jawi,78822,7,10,SIUNT,,,
5347,TRD2022082704071,Kali Rungkut,60119,Sei/Sungai Melawen,74184,9,11,SIUNT,,,
5348,TRD2022082704068,Kali Rungkut,60119,Sei/Sungai Pangkalan II,79271,5,8,SIUNT,,,
5349,TRD2022082704236,Kali Rungkut,60119,Selingsing,33562,9,11,SIUNT,,,
5350,TRD2022082704256,Kali Rungkut,60119,Semaki,55166,1,2,SIUNT,,,
5351,TRD2022082704292,Kali Rungkut,60119,Sepanjang Jaya,17114,1,2,SIUNT,,,
5352,TRD2022082704164,Kali Rungkut,60119,Setiamekar,17111,1,2,SIUNT,,,
5353,TRD2022082704088,Kali Rungkut,60119,Sidomukti,68182,4,6,SIUNT,,,
5354,TRD2022082704188,Kali Rungkut,60119,Sindangrasa,16145,1,2,SIUNT,,,
5355,TRD2022082704062,Kali Rungkut,60119,Sipaku Area,21271,7,10,SIUNT,,,
5356,TRD2022082704039,Kali Rungkut,60119,Situ Gadung,15338,1,2,SIUNT,,,
5357,TRD2022082704053,Kali Rungkut,60119,Skow Mabo (Skouw Mabo ),99351,4,5,SIUNT,,,
5358,TRD2022082704305,Kali Rungkut,60119,Sukajawa,35151,2,3,SIUNT,,,
5359,TRD2022082704219,Kali Rungkut,60119,Suka Maju,20719,4,6,SIUNT,,,
5360,TRD2022082704028,Kali Rungkut,60119,Sukasari,17530,2,3,SIUNT,,,
5361,TRD2022082704156,Kali Rungkut,60119,Sukasari,17530,2,3,SIUNT,,,
5362,TRD2022082704181,Kali Rungkut,60119,Sukasari,17530,2,3,SIUNT,,,
5363,TRD2022082704056,Kali Rungkut,60119,Sukodadi,30154,3,4,SIUNT,,,
5364,TRD2022082704030,Kali Rungkut,60119,Sumur Batu,10640,1,2,SIUNT,,,
5365,TRD2022082704196,Kali Rungkut,60119,Sungai Nangka,76114,2,3,SIUNT,,,
5366,TRD2022082704171,Kali Rungkut,60119,Sungai Sibam,28292,2,4,SIUNT,,,
5367,TRD2022082704093,Kali Rungkut,60119,Surau Gadang,25146,4,5,SIUNT,,,
5368,TRD2022082704113,Kali Rungkut,60119,Swakarya,43179,4,6,SIUNT,,,
5369,TRD2022082704086,Kali Rungkut,60119,Tanah Merah,28284,2,4,SIUNT,,,
5370,TRD2022082704200,Kali Rungkut,60119,Tanah Merah,28284,2,4,SIUNT,,,
5371,TRD2022082704232,Kali Rungkut,60119,Tanah Patah,38223,3,4,SIUNT,,,
5372,TRD2022082704183,Kali Rungkut,60119,Tanamodindi,94111,3,4,SIUNT,,,
5373,TRD2022082704284,Kali Rungkut,60119,Tanara,42194,4,6,SIUNT,,,
5374,TRD2022082704141,Kali Rungkut,60119,Tanjung Ayun Sakti,29124,4,5,SIUNT,,,
5375,TRD2022082704037,Kali Rungkut,60119,Tanjung Raya,31173,5,7,SIUNT,,,
5376,TRD2022082704115,Kali Rungkut,60119,Tebat Kubu,38511,8,10,SIUNT,,,
5377,TRD2022082704229,Kali Rungkut,60119,Teluk Lingga,75683,7,9,SIUNT,,,
5378,TRD2022082704038,Kali Rungkut,60119,Teluk Terate,42161,4,6,SIUNT,,,
5379,TRD2022082704294,Kali Rungkut,60119,Tenjoayu,43359,4,6,SIUNT,,,
5380,TRD2022082704064,Kali Rungkut,60119,Tingkulu,95117,2,4,SIUNT,,,
5381,TRD2022082704109,Kali Rungkut,60119,Tingkulu,95117,2,4,SIUNT,,,
5382,TRD2022082704228,Kali Rungkut,60119,Titiwungen Utara,95113,2,4,SIUNT,,,
5383,TRD2022082704201,Kali Rungkut,60119,Ulujami,12230,1,2,SIUNT,,,
5384,TRD2022082704190,Kali Rungkut,60119,Wangunharja,40391,2,3,SIUNT,,,
5385,TRD2022082704302,Kali Rungkut,60119,Wangunharja,40391,2,3,SIUNT,,,
5386,TRD2022082704189,Kali Rungkut,60119,West Cengkareng,11730,1,2,SIUNT,,,
5387,TRD2022082704084,Kali Rungkut,60119,West Cengkareng,11730,1,2,SIUNT,,,
5388,TRD2022082704055,Kali Rungkut,60119,Wringingintung,51261,4,6,SIUNT,,,
5389,TRD2022082704210,Kali Rungkut,60119,Wundupopi,93116,3,4,SIUNT,,,
5390,TRD2022083004863,Bunderan,61153,16 Ulu,30117,3,4,SIUNT,,,
5391,TRD2022083004726,Bunderan,61153,Ahusen,97127,3,4,SIUNT,,,
5392,TRD2022083004785,Bunderan,61153,Aia Manggih,26318,6,8,SIUNT,,,
5393,TRD2022083004772,Bunderan,61153,Alue Deah Teungoh (Alue Deyah Tengoh),23232,5,6,SIUNT,,,
5394,TRD2022083004742,Bunderan,61153,Anah,75766,12,23,SIUNT,,,
5395,TRD2022083004852,Bunderan,61153,Anaiwoi,93118,3,4,SIUNT,,,
5396,TRD2022083004857,Bunderan,61153,Anduonohu,93231,3,4,SIUNT,,,
5397,TRD2022083004761,Bunderan,61153,Aneuk Laot,23514,9,10,SIUNT,,,
5398,TRD2022083004840,Bunderan,61153,Angke,11330,1,2,SIUNT,,,
5399,TRD2022083004747,Bunderan,61153,Asem Rowo,60182,1,2,SIUNT,,,
5400,TRD2022083004825,Bunderan,61153,Asuhan,21136,6,8,SIUNT,,,
5401,TRD2022083004799,Bunderan,61153,Atep,95694,7,10,SIUNT,,,
5402,TRD2022083004878,Bunderan,61153,Baadale,85912,12,15,SIUNT,,,
5403,TRD2022083004861,Bunderan,61153,Babakan Jawa,45419,3,4,SIUNT,,,
5404,TRD2022083004821,Bunderan,61153,Babura Sunggal,20121,2,4,SIUNT,,,
5405,TRD2022083004752,Bunderan,61153,Bahomakmur,94974,9,11,SIUNT,,,
5406,TRD2022083004802,Bunderan,61153,Bahomakmur,94974,9,11,SIUNT,,,
5407,TRD2022083004776,Bunderan,61153,Bajak (Kampung Teleng),38118,3,4,SIUNT,,,
5408,TRD2022083004768,Bunderan,61153,Bajarum,74353,11,13,SIUNT,,,
5409,TRD2022083004811,Bunderan,61153,Balandai,91914,3,5,SIUNT,,,
5410,TRD2022083004814,Bunderan,61153,Balimbing,22753,7,10,SIUNT,,,
5411,TRD2022083004853,Bunderan,61153,Bali Mester,13310,1,2,SIUNT,,,
5412,TRD2022083004808,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
5413,TRD2022083004837,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
5414,TRD2022083004835,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
5415,TRD2022083004856,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
5416,TRD2022083004868,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
5417,TRD2022083004843,Bunderan,61153,Balokang,46312,4,5,SIUNT,,,
5418,TRD2022083004803,Bunderan,61153,Balokang,46312,4,5,SIUNT,,,
5419,TRD2022083004834,Bunderan,61153,Bandar Baru,23126,5,6,SIUNT,,,
5420,TRD2022083004845,Bunderan,61153,Banyuanyar,57137,2,3,SIUNT,,,
5421,TRD2022083004770,Bunderan,61153,Banyu Urip,60254,1,2,SIUNT,,,
5422,TRD2022083004817,Bunderan,61153,Basirih Selatan,70245,2,3,SIUNT,,,
5423,TRD2022083004816,Bunderan,61153,Bataraguru,93714,8,9,SIUNT,,,
5424,TRD2022083004760,Bunderan,61153,Batu Ampar,76136,2,3,SIUNT,,,
5425,TRD2022083004723,Bunderan,61153,Bengkol,95251,2,4,SIUNT,,,
5426,TRD2022083004851,Bunderan,61153,Bentiring,38126,3,4,SIUNT,,,
5427,TRD2022083004810,Bunderan,61153,Blang Punteuet,24375,9,10,SIUNT,,,
5428,TRD2022083004753,Bunderan,61153,Bojong Kamal,15820,1,2,SIUNT,,,
5429,TRD2022083004828,Bunderan,61153,Bojong Kulur,16969,1,2,SIUNT,,,
5430,TRD2022083004869,Bunderan,61153,Bojong Menteng,17117,1,2,SIUNT,,,
5431,TRD2022083004801,Bunderan,61153,Bua Kana,90222,2,3,SIUNT,,,
5432,TRD2022083004738,Bunderan,61153,Bua Kana,90222,2,3,SIUNT,,,
5433,TRD2022083004729,Bunderan,61153,Budong-Budong,91563,5,7,SIUNT,,,
5434,TRD2022083004855,Bunderan,61153,Bugis,75121,3,5,SIUNT,,,
5435,TRD2022083004741,Bunderan,61153,Bukit Duri,12840,1,2,SIUNT,,,
5436,TRD2022083004860,Bunderan,61153,Bukit Pinang,75124,3,5,SIUNT,,,
5437,TRD2022083004848,Bunderan,61153,Bulak Banteng,60127,1,2,SIUNT,,,
5438,TRD2022083004827,Bunderan,61153,Bungin,94712,8,9,SIUNT,,,
5439,TRD2022083004782,Bunderan,61153,Bu Tanalagu,86361,9,12,SIUNT,,,
5440,TRD2022083004809,Bunderan,61153,Caturtunggal,55281,1,2,SIUNT,,,
5441,TRD2022083004787,Bunderan,61153,Cibadak,16166,1,2,SIUNT,,,
5442,TRD2022083004873,Bunderan,61153,Cideng,10150,1,2,SIUNT,,,
5443,TRD2022083004771,Bunderan,61153,Cikarang,42364,4,6,SIUNT,,,
5444,TRD2022083004807,Bunderan,61153,Cilandak Barat,12430,1,2,SIUNT,,,
5445,TRD2022083004758,Bunderan,61153,Cilebut Barat,16710,1,2,SIUNT,,,
5446,TRD2022083004872,Bunderan,61153,Cimuncang,44113,3,5,SIUNT,,,
5447,TRD2022083004805,Bunderan,61153,Cimuncang,42111,1,2,SIUNT,,,
5448,TRD2022083004736,Bunderan,61153,Cipete Utara,12150,1,2,SIUNT,,,
5449,TRD2022083004815,Bunderan,61153,Cipete Utara,12150,1,2,SIUNT,,,
5450,TRD2022083004870,Bunderan,61153,Cipondoh,15148,1,2,SIUNT,,,
5451,TRD2022083004756,Bunderan,61153,Cipondoh,15148,1,2,SIUNT,,,
5452,TRD2022083004739,Bunderan,61153,Cot Teungoh,24112,10,12,SIUNT,,,
